"Código IBGE","Estado","Município","URL","População estimada","População no último censo","Densidade demográfica","Salário médio mensal dos trabalhadores formais","Pessoal ocupado","População ocupada","Percentual da população com rendimento nominal mensal per capita de até 1/2 salário mínimo","Taxa de escolarização de 6 a 14 anos de idade","IDEB – Anos iniciais do ensino fundamental (Rede pública)","IDEB – Anos finais do ensino fundamental (Rede pública)","Matrículas no ensino fundamental","Matrículas no ensino médio","Docentes no ensino fundamental","Docentes no ensino médio","Número de estabelecimentos de ensino fundamental","Número de estabelecimentos de ensino médio","PIB per capita","Percentual das receitas oriundas de fontes externas","Índice de Desenvolvimento Humano Municipal (IDHM)","Total de receitas realizadas","Total de despesas empenhadas","Mortalidade Infantil","Internações por diarreia","Estabelecimentos de Saúde SUS","Área da unidade territorial","Esgotamento sanitário adequado","Arborização de vias públicas","Urbanização de vias públicas","Bioma","Sistema Costeiro-Marinho","Hierarquia urbana","Região de Influência","Região intermediária","Região imediata","Mesorregião","Microrregião"
"2309201","CE","Nova Olinda","https://cidades.ibge.gov.br/brasil/ce/nova-olinda/panorama","15.798 pessoas","14.256 pessoas","50,13 hab/km²","1,4 salários mínimos","1.625 pessoas","10,4 %","54,7 %","97,3 %","6,0","5,1","2.330 matrículas","998 matrículas","108 docentes","48 docentes","9 escolas","2 escolas","8.311,80 R$","85,6 %","0,625","46.687,10 R$ (×1000)","38.351,07 R$ (×1000)","21,98 óbitos por mil nascidos vivos","2,7 internações por mil habitantes","7 estabelecimentos","282,584 km²","41,9 %","64,7 %","1,8 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Juazeiro do Norte/CE - Capital Regional B (2B)","Juazeiro do Norte","Juazeiro do Norte","Sul Cearense","Cariri"
"2313500","CE","Trairi","https://cidades.ibge.gov.br/brasil/ce/trairi/panorama","56.653 pessoas","51.422 pessoas","55,55 hab/km²","1,9 salários mínimos","3.951 pessoas","7,1 %","57,4 %","98,1 %","6,2","5,1","8.429 matrículas","2.233 matrículas","394 docentes","94 docentes","33 escolas","5 escolas","14.855,42 R$","88,8 %","0,606","109.451,09 R$ (×1000)","107.186,92 R$ (×1000)","12,26 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","16 estabelecimentos","928,725 km²","6 %","70,1 %","3,2 %","Caatinga","Pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Itapipoca","Norte Cearense","Itapipoca"
"2304657","CE","Graça","https://cidades.ibge.gov.br/brasil/ce/graca/panorama","14.415 pessoas","15.049 pessoas","53,39 hab/km²","1,7 salários mínimos","867 pessoas","6,0 %","58,6 %","99,1 %","6,9","5,3","1.972 matrículas","390 matrículas","113 docentes","20 docentes","15 escolas","1 escolas","6.616,29 R$","97,1 %","0,570","50.466,39 R$ (×1000)","45.677,85 R$ (×1000)","5,88 óbitos por mil nascidos vivos","1,1 internações por mil habitantes","9 estabelecimentos","258,942 km²","5,8 %","94,2 %","0,7 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Sobral/CE - Capital Regional C (2C)","Sobral","Sobral","Noroeste Cearense","Sobral"
"2301109","CE","Aracati","https://cidades.ibge.gov.br/brasil/ce/aracati/panorama","75.392 pessoas","69.159 pessoas","56,32 hab/km²","1,6 salários mínimos","11.751 pessoas","15,8 %","48,8 %","98,5 %","6,1","5,2","10.002 matrículas","3.271 matrículas","541 docentes","161 docentes","42 escolas","8 escolas","15.210,71 R$","76,3 %","0,655","227.561,34 R$ (×1000)","185.621,26 R$ (×1000)","1,96 óbitos por mil nascidos vivos","1 internações por mil habitantes","73 estabelecimentos","1.227,197 km²","4,5 %","82,9 %","1,6 %","Caatinga","Pertence","Centro Subregional B (3B)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Quixadá","Aracati","Jaguaribe","Litoral de Aracati"
"2302602","CE","Camocim","https://cidades.ibge.gov.br/brasil/ce/camocim/panorama"," pessoas"," pessoas"," hab/km²"," salários mínimos"," pessoas"," %"," %"," %","",""," matrículas"," matrículas"," docentes"," docentes"," escolas"," escolas"," R$"," %",""," R$ (×1000)"," R$ (×1000)"," óbitos por mil nascidos vivos"," internações por mil habitantes"," estabelecimentos"," km²"," %"," %"," %","","","","","","","",""
"2305704","CE","Ipaumirim","https://cidades.ibge.gov.br/brasil/ce/ipaumirim/panorama","12.507 pessoas","12.009 pessoas","43,86 hab/km²","1,4 salários mínimos","1.001 pessoas","8,0 %","50,8 %","96,7 %","5,2","3,9","1.560 matrículas","431 matrículas","106 docentes","18 docentes","6 escolas","1 escolas","9.122,59 R$","95,4 %","0,606","26.749,06 R$ (×1000)","26.533,51 R$ (×1000)","6,8 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","5 estabelecimentos","276,508 km²","15,1 %","96,8 %","1 %","Caatinga","Não pertence","Centro Local (5)","Cajazeiras - Centro Subregional A (3A)","Iguatu","Icó","Centro-Sul Cearense","Lavras da Mangabeira"
"2310209","CE","Paracuru","https://cidades.ibge.gov.br/brasil/ce/paracuru/panorama","35.526 pessoas","31.636 pessoas","105,35 hab/km²","2,2 salários mínimos","3.600 pessoas","10,3 %","50,4 %","97,2 %","6,2","5,4","5.531 matrículas","1.759 matrículas","220 docentes","86 docentes","21 escolas","4 escolas","14.316,98 R$","88,1 %","0,637","117.339,30 R$ (×1000)","98.096,47 R$ (×1000)","14,85 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","19 estabelecimentos","304,734 km²","31,4 %","74,8 %","4,1 %","Caatinga","Pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Fortaleza","Norte Cearense","Baixo Curu"
"2305407","CE","Icó","https://cidades.ibge.gov.br/brasil/ce/ico/panorama","68.303 pessoas","65.456 pessoas","34,97 hab/km²","1,6 salários mínimos","4.953 pessoas","7,3 %","53,1 %","96,7 %","5,0","4,2","8.375 matrículas","2.327 matrículas","522 docentes","110 docentes","65 escolas","5 escolas","8.126,78 R$","87,4 %","0,606","121.888,33 R$ (×1000)","120.450,04 R$ (×1000)","6,72 óbitos por mil nascidos vivos","1,6 internações por mil habitantes","29 estabelecimentos","1.865,862 km²","34,8 %","96,6 %","4,7 %","Caatinga","Não pertence","Centro de Zona A (4A)","Iguatu - Centro Subregional A (3A)","Iguatu","Icó","Centro-Sul Cearense","Iguatu"
"2303956","CE","Chorozinho","https://cidades.ibge.gov.br/brasil/ce/chorozinho/panorama","20.286 pessoas","18.915 pessoas","67,94 hab/km²","1,7 salários mínimos","1.705 pessoas","8,4 %","50,1 %","97,4 %","6,4","5,4","2.922 matrículas","742 matrículas","162 docentes","25 docentes","17 escolas","1 escolas","18.237,69 R$","89,6 %","0,604","53.830,40 R$ (×1000)","47.230,75 R$ (×1000)","9,62 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","13 estabelecimentos","296,431 km²","4,9 %","95,9 %","1,9 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Fortaleza","Norte Cearense","Chorozinho"
"2307635","CE","Madalena","https://cidades.ibge.gov.br/brasil/ce/madalena/panorama","20.031 pessoas","18.088 pessoas","17,48 hab/km²","1,6 salários mínimos","1.314 pessoas","6,7 %","55 %","98,3 %","5,3","4,2","2.340 matrículas","725 matrículas","119 docentes","38 docentes","14 escolas","2 escolas","6.435,63 R$","94,9 %","0,610","41.301,98 R$ (×1000)","39.124,63 R$ (×1000)","5,05 óbitos por mil nascidos vivos","1,5 internações por mil habitantes","16 estabelecimentos","997,781 km²","10,1 %","80,2 %","2,3 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Canindé","Sertões Cearenses","Sertão de Quixeramobim"
"2304954","CE","Guaiúba","https://cidades.ibge.gov.br/brasil/ce/guaiuba/panorama","26.508 pessoas","24.091 pessoas","90,19 hab/km²","1,6 salários mínimos","1.834 pessoas","7,0 %","51,5 %","94,2 %","5,6","4,6","3.343 matrículas","1.006 matrículas","160 docentes","49 docentes","17 escolas","2 escolas","7.684,11 R$","93,9 %","0,617","55.147,27 R$ (×1000)","51.599,00 R$ (×1000)","11,94 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","11 estabelecimentos","256,053 km²","19 %","58,8 %","4,9 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Fortaleza","Metropolitana de Fortaleza","Fortaleza"
"2306801","CE","Jaguaribara","https://cidades.ibge.gov.br/brasil/ce/jaguaribara/panorama","11.580 pessoas","10.399 pessoas","15,55 hab/km²","1,7 salários mínimos","1.098 pessoas","9,6 %","47,3 %","97,4 %","6,2","5,1","1.498 matrículas","418 matrículas","92 docentes","21 docentes","12 escolas","1 escolas","11.343,44 R$","94,6 %","0,618","28.167,84 R$ (×1000)","26.656,01 R$ (×1000)","13,99 óbitos por mil nascidos vivos","1,7 internações por mil habitantes","5 estabelecimentos","622,963 km²","58,3 %","84,9 %","78 %","Caatinga","Não pertence","Centro Local (5)","Limoeiro do Norte - Centro Subregional B (3B)","Quixadá","Russas - Limoeiro do Norte","Jaguaribe","Médio Jaguaribe"
"2300101","CE","Abaiara","https://cidades.ibge.gov.br/brasil/ce/abaiara/panorama"," pessoas"," pessoas"," hab/km²"," salários mínimos"," pessoas"," %"," %"," %","",""," matrículas"," matrículas"," docentes"," docentes"," escolas"," escolas"," R$"," %",""," R$ (×1000)"," R$ (×1000)"," óbitos por mil nascidos vivos"," internações por mil habitantes"," estabelecimentos"," km²"," %"," %"," %","","","","","","","",""
"2305654","CE","Ipaporanga","https://cidades.ibge.gov.br/brasil/ce/ipaporanga/panorama","11.597 pessoas","11.343 pessoas","16,16 hab/km²","1,3 salários mínimos","851 pessoas","7,3 %","58,3 %","97,2 %","7,4","5,2","1.535 matrículas","458 matrículas","85 docentes","19 docentes","7 escolas","1 escolas","6.478,06 R$","95 %","0,579","31.035,33 R$ (×1000)","31.543,56 R$ (×1000)","- óbitos por mil nascidos vivos","1,5 internações por mil habitantes","8 estabelecimentos","704,773 km²","2 %","83,7 %","0,4 %","Caatinga","Não pertence","Centro Local (5)","Crateús - Centro Subregional B (3B)","Crateús","Crateús","Sertões Cearenses","Sertão de Cratéus"
"2302008","CE","Barro","https://cidades.ibge.gov.br/brasil/ce/barro/panorama","22.834 pessoas","21.514 pessoas","30,22 hab/km²","1,5 salários mínimos","1.561 pessoas","6,9 %","54,5 %","97,1 %","5,6","5,4","2.595 matrículas","743 matrículas","192 docentes","44 docentes","20 escolas","3 escolas","7.674,21 R$","95,1 %","0,599","41.340,96 R$ (×1000)","39.319,66 R$ (×1000)","21,46 óbitos por mil nascidos vivos","3,1 internações por mil habitantes","14 estabelecimentos","711,346 km²","10,3 %","92 %","0,4 %","Caatinga","Não pertence","Centro Local (5)","Mauriti - Centro de Zona B (4B)","Juazeiro do Norte","Brejo Santo","Sul Cearense","Barro"
"2300606","CE","Altaneira","https://cidades.ibge.gov.br/brasil/ce/altaneira/panorama","7.712 pessoas","6.856 pessoas","93,54 hab/km²","1,4 salários mínimos","759 pessoas","10,0 %","55,4 %","95,7 %","6,5","5,4","1.067 matrículas","206 matrículas","66 docentes","11 docentes","4 escolas","1 escolas","6.606,64 R$","95,3 %","0,602","31.688,03 R$ (×1000)","24.034,71 R$ (×1000)","- óbitos por mil nascidos vivos","0,9 internações por mil habitantes","9 estabelecimentos","72,675 km²","12,9 %","38 %","15,7 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Juazeiro do Norte/CE - Capital Regional B (2B)","Juazeiro do Norte","Juazeiro do Norte","Sul Cearense","Caririaçu"
"2310100","CE","Palmácia","https://cidades.ibge.gov.br/brasil/ce/palmacia/panorama","13.553 pessoas","12.005 pessoas","101,90 hab/km²","1,5 salários mínimos","822 pessoas","6,2 %","54,4 %","91,7 %","6,3","5,0","1.273 matrículas","674 matrículas","87 docentes","36 docentes","9 escolas","2 escolas","7.017,58 R$","90,9 %","0,622","22,16 R$ (×1000)","23.779,59 R$ (×1000)","- óbitos por mil nascidos vivos","0,5 internações por mil habitantes","10 estabelecimentos","128,896 km²","14 %","91,5 %","9,9 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Fortaleza","Norte Cearense","Baturité"
"2313252","CE","Tarrafas","https://cidades.ibge.gov.br/brasil/ce/tarrafas/panorama","8.555 pessoas","8.910 pessoas","19,61 hab/km²","1,2 salários mínimos","847 pessoas","9,9 %","55,8 %","96,8 %","6,3","5,1","1.035 matrículas","257 matrículas","59 docentes","11 docentes","4 escolas","1 escolas","6.788,95 R$","96,6 %","0,576","22.118,17 R$ (×1000)","22.655,94 R$ (×1000)","20,2 óbitos por mil nascidos vivos","2,5 internações por mil habitantes","3 estabelecimentos","412,719 km²","2,2 %","94,4 %","0 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Juazeiro do Norte/CE - Capital Regional B (2B)","Juazeiro do Norte","Juazeiro do Norte","Centro-Sul Cearense","Várzea Alegre"
"2302305","CE","Bela Cruz","https://cidades.ibge.gov.br/brasil/ce/bela-cruz/panorama","32.851 pessoas","30.878 pessoas","36,63 hab/km²","1,9 salários mínimos","1.898 pessoas","5,8 %","57,4 %","98,9 %","6,5","5,7","3.706 matrículas","1.247 matrículas","228 docentes","77 docentes","27 escolas","4 escolas","7.322,64 R$","95,8 %","0,623","54.874,52 R$ (×1000)","54.813,93 R$ (×1000)","16,39 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","16 estabelecimentos","842,106 km²","19,4 %","91 %","1,3 %","Caatinga","Pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Sobral","Acaraú","Noroeste Cearense","Litoral de Camocim e Acaraú"
"2303931","CE","Choró","https://cidades.ibge.gov.br/brasil/ce/choro/panorama","13.608 pessoas","12.853 pessoas","15,76 hab/km²","1,8 salários mínimos","722 pessoas","5,3 %","60,8 %","97,2 %","5,7","4,9","1.766 matrículas","463 matrículas","73 docentes","21 docentes","10 escolas","1 escolas","5.914,35 R$","91,3 %","0,585","39.483,62 R$ (×1000)","32.665,66 R$ (×1000)","11,9 óbitos por mil nascidos vivos","1,1 internações por mil habitantes","8 estabelecimentos","815,268 km²","11,3 %","85 %","6,4 %","Caatinga","Não pertence","Centro Local (5)","Quixadá - Centro Subregional B (3B)","Quixadá","Quixadá","Sertões Cearenses","Sertão de Quixeramobim"
"2311900","CE","Saboeiro","https://cidades.ibge.gov.br/brasil/ce/saboeiro/panorama","15.757 pessoas","15.752 pessoas","11,39 hab/km²","1,6 salários mínimos","890 pessoas","5,6 %","55,8 %","97,1 %","5,8","5,7","1.986 matrículas","602 matrículas","132 docentes","29 docentes","11 escolas","1 escolas","8.035,33 R$","84,2 %","0,575","38.364,08 R$ (×1000)","33.403,25 R$ (×1000)","- óbitos por mil nascidos vivos","0,1 internações por mil habitantes","10 estabelecimentos","1.381,274 km²","8,7 %","97 %","0,2 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Juazeiro do Norte/CE - Capital Regional B (2B)","Iguatu","Iguatu","Sertões Cearenses","Sertão de Inhamuns"
"2311108","CE","Porteiras","https://cidades.ibge.gov.br/brasil/ce/porteiras/panorama","14.920 pessoas","15.061 pessoas","69,22 hab/km²","1,5 salários mínimos","1.177 pessoas","7,8 %","55,5 %","97,6 %","6,0","4,9","2.454 matrículas","552 matrículas","130 docentes","18 docentes","16 escolas","1 escolas","9.841,90 R$","94,1 %","0,622","42.013,58 R$ (×1000)","37.198,79 R$ (×1000)","15,04 óbitos por mil nascidos vivos","2,4 internações por mil habitantes","16 estabelecimentos","224,860 km²","28,4 %","93,3 %","9,5 %","Caatinga","Não pertence","Centro Local (5)","Brejo Santo - Centro de Zona A (4A)","Juazeiro do Norte","Brejo Santo","Sul Cearense","Cariri"
"2309607","CE","Pacajus","https://cidades.ibge.gov.br/brasil/ce/pacajus/panorama","74.145 pessoas","61.838 pessoas","243,00 hab/km²","1,7 salários mínimos","8.248 pessoas","11,4 %","42,9 %","98,2 %","6,4","4,9","9.529 matrículas","2.833 matrículas","340 docentes","115 docentes","44 escolas","6 escolas","16.046,29 R$","85,5 %","0,659","130.640,47 R$ (×1000)","115.063,05 R$ (×1000)","20,26 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","18 estabelecimentos","250,304 km²","6,8 %","80,9 %","0 %","Caatinga","Não pertence","Centro Subregional B (3B)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Fortaleza","Metropolitana de Fortaleza","Pacajus"
"2300754","CE","Amontada","https://cidades.ibge.gov.br/brasil/ce/amontada/panorama","44.195 pessoas","39.232 pessoas","33,27 hab/km²","1,7 salários mínimos","3.279 pessoas","7,5 %","58,2 %","97 %","5,8","5,2","7.000 matrículas","1.922 matrículas","366 docentes","94 docentes","49 escolas","3 escolas","10.090,68 R$","88,4 %","0,606","104.596,02 R$ (×1000)","100.940,30 R$ (×1000)","8,58 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","13 estabelecimentos","1.175,044 km²","9,4 %","82,9 %","0,9 %","Caatinga","Pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Itapipoca","Norte Cearense","Itapipoca"
"2300804","CE","Antonina do Norte","https://cidades.ibge.gov.br/brasil/ce/antonina-do-norte/panorama","7.402 pessoas","6.984 pessoas","26,85 hab/km²","1,6 salários mínimos","697 pessoas","9,5 %","54,6 %","95,7 %","7,3","5,1","1.105 matrículas","281 matrículas","59 docentes","14 docentes","5 escolas","1 escolas","7.290,20 R$","97,7 %","0,599","21.091,60 R$ (×1000)","19.508,59 R$ (×1000)","9,71 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","4 estabelecimentos","259,706 km²","37,4 %","88,1 %","1,3 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Juazeiro do Norte/CE - Capital Regional B (2B)","Juazeiro do Norte","Juazeiro do Norte","Centro-Sul Cearense","Várzea Alegre"
"2301950","CE","Barreira","https://cidades.ibge.gov.br/brasil/ce/barreira/panorama","22.715 pessoas","19.573 pessoas","79,63 hab/km²","1,8 salários mínimos","1.276 pessoas","5,7 %","52,1 %","97,8 %","6,0","4,8","3.042 matrículas","762 matrículas","153 docentes","37 docentes","11 escolas","2 escolas","6.958,94 R$","94,4 %","0,616","49.562,61 R$ (×1000)","44.585,47 R$ (×1000)","18,13 óbitos por mil nascidos vivos","0,6 internações por mil habitantes","18 estabelecimentos","260,003 km²","12,9 %","87,4 %","6,4 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Redenção-Acarape","Norte Cearense","Chorozinho"
"2304236","CE","Croatá","https://cidades.ibge.gov.br/brasil/ce/croata/panorama","18.201 pessoas","17.069 pessoas","24,49 hab/km²","2,0 salários mínimos","915 pessoas","5,1 %","60,3 %","97,4 %","6,2","5,2","2.434 matrículas","790 matrículas","132 docentes","37 docentes","20 escolas","2 escolas","7.696,46 R$","94,5 %","0,590","44.431,22 R$ (×1000)","43.136,47 R$ (×1000)","18,87 óbitos por mil nascidos vivos","0,6 internações por mil habitantes","8 estabelecimentos","696,348 km²","22,7 %","98,1 %","0 %","Caatinga","Não pertence","Centro Local (5)","Guaraciaba do Norte - Centro de Zona B (4B)","Sobral","São Benedito - Ipu - Guaraciaba do Norte - Tianguá","Noroeste Cearense","Ibiapaba"
"2300200","CE","Acaraú","https://cidades.ibge.gov.br/brasil/ce/acarau/panorama","63.556 pessoas","57.551 pessoas","68,31 hab/km²","1,9 salários mínimos","4.557 pessoas","7,3 %","56,5 %","96,8 %","6,5","5,3","9.139 matrículas","2.697 matrículas","466 docentes","121 docentes","43 escolas","7 escolas","8.932,85 R$","65,6 %","0,601","132.656,39 R$ (×1000)","109.899,30 R$ (×1000)","14,88 óbitos por mil nascidos vivos","2,2 internações por mil habitantes","24 estabelecimentos","842,471 km²","16,5 %","93,9 %","1,7 %","Caatinga","Pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Sobral","Acaraú","Noroeste Cearense","Litoral de Camocim e Acaraú"
"2310902","CE","Piquet Carneiro","https://cidades.ibge.gov.br/brasil/ce/piquet-carneiro/panorama","17.210 pessoas","15.467 pessoas","26,31 hab/km²","1,6 salários mínimos","1.223 pessoas","7,2 %","56,9 %","96 %","6,6","5,8","1.631 matrículas","430 matrículas","77 docentes","19 docentes","10 escolas","1 escolas","7.262,42 R$","93,2 %","0,600","40.085,45 R$ (×1000)","37.094,36 R$ (×1000)","18,52 óbitos por mil nascidos vivos","2,5 internações por mil habitantes","6 estabelecimentos","589,601 km²","5 %","93,4 %","0,6 %","Caatinga","Não pertence","Centro Local (5)","Iguatu - Centro Subregional A (3A)\; Mombaça - Centro de Zona B (4B)","Iguatu","Iguatu","Sertões Cearenses","Sertão de Senador Pompeu"
