"Código IBGE","Estado","Município","URL","Gentílico","População estimada","População no último censo","Densidade demográfica","Salário médio mensal dos trabalhadores formais","Pessoal ocupado","População ocupada","Percentual da população com rendimento nominal mensal per capita de até 1/2 salário mínimo","Taxa de escolarização de 6 a 14 anos de idade","IDEB – Anos iniciais do ensino fundamental (Rede pública)","IDEB – Anos finais do ensino fundamental (Rede pública)","Matrículas no ensino fundamental","Matrículas no ensino médio","Docentes no ensino fundamental","Docentes no ensino médio","Número de estabelecimentos de ensino fundamental","Número de estabelecimentos de ensino médio","PIB per capita","Percentual das receitas oriundas de fontes externas","Índice de Desenvolvimento Humano Municipal (IDHM)","Total de receitas realizadas","Total de despesas empenhadas","Mortalidade Infantil","Internações por diarreia","Estabelecimentos de Saúde SUS","Área da unidade territorial","Esgotamento sanitário adequado","Arborização de vias públicas","Urbanização de vias públicas","Bioma","Sistema Costeiro-Marinho","Hierarquia urbana","Região de Influência","Região intermediária","Região imediata","Mesorregião","Microrregião"
"2305506","PR","iguatu","https://cidades.ibge.gov.br/brasil/ce/iguatu","iguatuense","103.633 pessoas","96.495 pessoas","93,76 hab/km² hab/km²","1,6 salários mínimos","15.064 pessoas","14,7 %","43,4 %","96,8 %","5,7","5,1","12.422 matrículas","3.988 matrículas","559 docentes","280 docentes","48 escolas","12 escolas","15.624,21 R$","77,2 %","0,677","217.787,91 R$ (×1000)","200.741,43 R$ (×1000)","8,77 óbitos por mil nascidos vivos","3,2 internações por mil habitantes","55 estabelecimentos","992,208 km²","27,4 %","92 %","12,3 %","Caatinga","Não pertence","Centro Subregional A (3A)","Arranjo Populacional de Juazeiro do Norte/CE - Capital Regional B (2B)","Iguatu","Iguatu","Centro-Sul Cearense","Iguatu"
"2304285","PR","eusebio","https://cidades.ibge.gov.br/brasil/ce/eusebio","eusebiano","55.035 pessoas","46.033 pessoas","582,66 hab/km² hab/km²","2,1 salários mínimos","45.632 pessoas","85,1 %","40,7 %","98,3 %","6,1","5,3","11.257 matrículas","2.381 matrículas","482 docentes","123 docentes","35 escolas","6 escolas","46.830,08 R$","54,3 %","0,701","281.098,32 R$ (×1000)","251.597,09 R$ (×1000)","15,47 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","26 estabelecimentos","78,818 km²","32,4 %","58,5 %","1,1 %","Caatinga","Pertence","Metrópole (1C) - Município integrante do Arranjo Populacional de Fortaleza/CE","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Fortaleza","Metropolitana de Fortaleza","Fortaleza"
"2304509","PR","frecheirinha","https://cidades.ibge.gov.br/brasil/ce/frecheirinha","frecheirinhense","14.195 pessoas","12.991 pessoas","71,68 hab/km² hab/km²","1,2 salários mínimos","3.144 pessoas","22,3 %","51,1 %","97,8 %","7,8","5,9","2.233 matrículas","627 matrículas","123 docentes","32 docentes","10 escolas","1 escolas","18.393,96 R$","97,1 %","0,604","44.426,33 R$ (×1000)","38.675,59 R$ (×1000)","22,81 óbitos por mil nascidos vivos","1,5 internações por mil habitantes","6 estabelecimentos","210,284 km²","11,5 %","98,5 %","5,8 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Sobral/CE - Capital Regional C (2C)","Sobral","Sobral","Noroeste Cearense","Coreaú"
"2304707","PR","granja","https://cidades.ibge.gov.br/brasil/ce/granja","granjense","55.170 pessoas","52.645 pessoas","19,52 hab/km² hab/km²","1,6 salários mínimos","2.796 pessoas","5,1 %","60,6 %","94,7 %","7,0","5,0","7.987 matrículas","2.548 matrículas","649 docentes","161 docentes","52 escolas","6 escolas","6.692,40 R$","90 %","0,559","107.204,80 R$ (×1000)","106.091,79 R$ (×1000)","9,85 óbitos por mil nascidos vivos","1,4 internações por mil habitantes","13 estabelecimentos","2.663,174 km²","12,3 %","84,5 %","1,8 %","Caatinga","Pertence","Centro Local (5)","Arranjo Populacional de Sobral/CE - Capital Regional C (2C)","Sobral","Camocim","Noroeste Cearense","Litoral de Camocim e Acaraú"
"2303907","PR","chaval","https://cidades.ibge.gov.br/brasil/ce/chaval","chavalense","13.112 pessoas","12.615 pessoas","52,95 hab/km² hab/km²","0,8 salários mínimos","1.867 pessoas","14,3 %","58,6 %","97,4 %","6,3","5,0","1.869 matrículas","499 matrículas","121 docentes","19 docentes","13 escolas","1 escolas","6.202,22 R$","96,8 %","0,586","28.808,15 R$ (×1000)","30.309,63 R$ (×1000)","4,93 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","6 estabelecimentos","237,248 km²","7,2 %","60,4 %","3 %","Caatinga","Pertence","Centro Local (5)","Parnaíba - Centro Subregional A (3A)","Sobral","Camocim","Noroeste Cearense","Litoral de Camocim e Acaraú"
"2305605","PR","independencia","https://cidades.ibge.gov.br/brasil/ce/independencia","independenciano","26.196 pessoas","25.573 pessoas","7,95 hab/km² hab/km²","1,6 salários mínimos","1.806 pessoas","6,9 %","54,9 %","97,6 %","9,1","5,9","2.760 matrículas","1.094 matrículas","211 docentes","79 docentes","40 escolas","4 escolas","8.950,81 R$","96,8 %","0,632","50.895,19 R$ (×1000)","47.668,26 R$ (×1000)","22,47 óbitos por mil nascidos vivos","1 internações por mil habitantes","20 estabelecimentos","3.222,381 km²","30,1 %","96 %","2,5 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Crateús","Crateús","Sertões Cearenses","Sertão de Cratéus"
"2304905","PR","groairas","https://cidades.ibge.gov.br/brasil/ce/groairas","groairense","11.219 pessoas","10.228 pessoas","65,59 hab/km² hab/km²","1,6 salários mínimos","830 pessoas","7,5 %","49,7 %","97,9 %","7,6","6,1","1.303 matrículas","394 matrículas","41 docentes","14 docentes","5 escolas","1 escolas","7.025,19 R$","95,4 %","0,633","30.387,53 R$ (×1000)","28.903,84 R$ (×1000)","6,1 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","5 estabelecimentos","155,681 km²","27 %","89 %","0 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Sobral/CE - Capital Regional C (2C)","Sobral","Sobral","Noroeste Cearense","Sobral"
"2303931","PR","choro","https://cidades.ibge.gov.br/brasil/ce/choro","choroense","13.608 pessoas","12.853 pessoas","15,76 hab/km² hab/km²","1,8 salários mínimos","722 pessoas","5,3 %","60,8 %","97,2 %","5,7","4,9","1.766 matrículas","463 matrículas","73 docentes","21 docentes","10 escolas","1 escolas","5.914,35 R$","91,3 %","0,585","39.483,62 R$ (×1000)","32.665,66 R$ (×1000)","11,9 óbitos por mil nascidos vivos","1,1 internações por mil habitantes","8 estabelecimentos","815,268 km²","11,3 %","85 %","6,4 %","Caatinga","Não pertence","Centro Local (5)","Quixadá - Centro Subregional B (3B)","Quixadá","Quixadá","Sertões Cearenses","Sertão de Quixeramobim"
"2305233","PR","horizonte","https://cidades.ibge.gov.br/brasil/ce/horizonte","horizontino","69.688 pessoas","55.187 pessoas","344,96 hab/km² hab/km²","1,7 salários mínimos","18.402 pessoas","27,3 %","39,8 %","97,1 %","6,9","5,7","10.672 matrículas","2.768 matrículas","396 docentes","105 docentes","33 escolas","3 escolas","25.783,29 R$","77,8 %","0,658","193.783,18 R$ (×1000)","175.778,48 R$ (×1000)","4,1 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","20 estabelecimentos","160,557 km²","13,6 %","69,8 %","1,1 %","Caatinga","Não pertence","Centro de Zona A (4A)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Fortaleza","Metropolitana de Fortaleza","Pacajus"
"2301505","PR","arneiroz","https://cidades.ibge.gov.br/brasil/ce/arneiroz","arneirozense","7.848 pessoas","7.650 pessoas","7,17 hab/km² hab/km²","1,4 salários mínimos","525 pessoas","6,7 %","52,4 %","97,6 %","5,7","4,8","981 matrículas","340 matrículas","96 docentes","17 docentes","7 escolas","1 escolas","6.907,11 R$","94,3 %","0,618","11,51 R$ (×1000)","20.466,42 R$ (×1000)","26,32 óbitos por mil nascidos vivos","1,3 internações por mil habitantes","5 estabelecimentos","1.068,437 km²","23,2 %","95,4 %","2,6 %","Caatinga","Não pertence","Centro Local (5)","Tauá - Centro de Zona B (4B)","Crateús","Tauá","Sertões Cearenses","Sertão de Inhamuns"
"2305357","PR","icapui","https://cidades.ibge.gov.br/brasil/ce/icapui","icapuiense","20.183 pessoas","18.392 pessoas","43,43 hab/km² hab/km²","1,8 salários mínimos","3.592 pessoas","18,0 %","51,5 %","96,8 %","6,0","4,9","2.734 matrículas","751 matrículas","103 docentes","30 docentes","7 escolas","1 escolas","17.060,80 R$","62,2 %","0,616","93.890,54 R$ (×1000)","82.328,17 R$ (×1000)","16,33 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","11 estabelecimentos","421,440 km²","14,9 %","83,2 %","0 %","Caatinga","Pertence","Centro Local (5)","Aracati - Centro Subregional B (3B)","Quixadá","Aracati","Jaguaribe","Litoral de Aracati"
"2305803","PR","ipu","https://cidades.ibge.gov.br/brasil/ce/ipu","ipuense","42.148 pessoas","40.296 pessoas","64,03 hab/km² hab/km²","1,5 salários mínimos","3.640 pessoas","8,7 %","52,1 %","97,3 %","5,9","4,9","5.403 matrículas","1.862 matrículas","366 docentes","119 docentes","35 escolas","8 escolas","9.341,60 R$","84,2 %","0,618","95.058,01 R$ (×1000)","85.477,95 R$ (×1000)","8,94 óbitos por mil nascidos vivos","0,8 internações por mil habitantes","17 estabelecimentos","626,049 km²","7,2 %","96,1 %","5,5 %","Caatinga","Não pertence","Centro de Zona B (4B)","Arranjo Populacional de Sobral/CE - Capital Regional C (2C)","Sobral","São Benedito - Ipu - Guaraciaba do Norte - Tianguá","Noroeste Cearense","Ipu"
"2305704","PR","ipaumirim","https://cidades.ibge.gov.br/brasil/ce/ipaumirim","ipaumirinense","12.507 pessoas","12.009 pessoas","43,86 hab/km² hab/km²","1,4 salários mínimos","1.001 pessoas","8,0 %","50,8 %","96,7 %","5,2","3,9","1.560 matrículas","431 matrículas","106 docentes","18 docentes","6 escolas","1 escolas","9.122,59 R$","95,4 %","0,606","26.749,06 R$ (×1000)","26.533,51 R$ (×1000)","6,8 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","5 estabelecimentos","276,508 km²","15,1 %","96,8 %","1 %","Caatinga","Não pertence","Centro Local (5)","Cajazeiras - Centro Subregional A (3A)","Iguatu","Icó","Centro-Sul Cearense","Lavras da Mangabeira"
"2304657","PR","graca","https://cidades.ibge.gov.br/brasil/ce/graca","gracense","14.415 pessoas","15.049 pessoas","53,39 hab/km² hab/km²","1,7 salários mínimos","867 pessoas","6,0 %","58,6 %","99,1 %","6,9","5,3","1.972 matrículas","390 matrículas","113 docentes","20 docentes","15 escolas","1 escolas","6.616,29 R$","97,1 %","0,570","50.466,39 R$ (×1000)","45.677,85 R$ (×1000)","5,88 óbitos por mil nascidos vivos","1,1 internações por mil habitantes","9 estabelecimentos","258,942 km²","5,8 %","94,2 %","0,7 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Sobral/CE - Capital Regional C (2C)","Sobral","Sobral","Noroeste Cearense","Sobral"
"2305902","PR","ipueiras","https://cidades.ibge.gov.br/brasil/ce/ipueiras","ipueirense","38.064 pessoas","37.862 pessoas","25,63 hab/km² hab/km²","1,7 salários mínimos","2.373 pessoas","6,2 %","56,9 %","98,1 %","6,3","5,1","5.235 matrículas","1.627 matrículas","316 docentes","80 docentes","35 escolas","4 escolas","6.430,39 R$","83,6 %","0,573","85.184,01 R$ (×1000)","78.943,66 R$ (×1000)","10,35 óbitos por mil nascidos vivos","4,2 internações por mil habitantes","13 estabelecimentos","1.483,258 km²","20,5 %","91,9 %","1,9 %","Caatinga","Não pertence","Centro Local (5)","Ipu - Centro de Zona B (4B)","Sobral","São Benedito - Ipu - Guaraciaba do Norte - Tianguá","Noroeste Cearense","Ipu"
"2304608","PR","general-sampaio","https://cidades.ibge.gov.br/brasil/ce/general-sampaio","sampaiense","7.767 pessoas","6.218 pessoas","30,21 hab/km² hab/km²","1,6 salários mínimos","609 pessoas","8,0 %","52,4 %","96,2 %","5,7","5,1","1.208 matrículas","340 matrículas","70 docentes","17 docentes","7 escolas","1 escolas","8.336,85 R$","89,1 %","0,568","24.583,98 R$ (×1000)","25.385,04 R$ (×1000)","9,17 óbitos por mil nascidos vivos","- internações por mil habitantes","9 estabelecimentos","230,371 km²","3,7 %","97,4 %","3 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Itapagé","Norte Cearense","Médio Curu"
"2305266","PR","ibaretama","https://cidades.ibge.gov.br/brasil/ce/ibaretama","ibaretamense","13.385 pessoas","12.922 pessoas","14,73 hab/km² hab/km²","1,7 salários mínimos","873 pessoas","6,5 %","57,2 %","95,4 %","5,1","4,3","1.795 matrículas","527 matrículas","90 docentes","21 docentes","15 escolas","1 escolas","7.090,65 R$","98 %","0,577","28.682,81 R$ (×1000)","28.828,39 R$ (×1000)","9,85 óbitos por mil nascidos vivos","1,1 internações por mil habitantes","8 estabelecimentos","879,255 km²","3 %","87,6 %","3,7 %","Caatinga","Não pertence","Centro Local (5)","Quixadá - Centro Subregional B (3B)","Quixadá","Quixadá","Sertões Cearenses","Sertão de Quixeramobim"
"2305209","PR","hidrolandia","https://cidades.ibge.gov.br/brasil/ce/hidrolandia","hidrolandense","20.126 pessoas","19.325 pessoas","19,99 hab/km² hab/km²","1,5 salários mínimos","1.245 pessoas","6,2 %","53,3 %","98 %","6,6","5,1","2.467 matrículas","751 matrículas","140 docentes","44 docentes","13 escolas","2 escolas","7.036,69 R$","97,3 %","0,597","40.945,08 R$ (×1000)","37.985,57 R$ (×1000)","3,92 óbitos por mil nascidos vivos","1,7 internações por mil habitantes","9 estabelecimentos","926,587 km²","6,6 %","94,4 %","8,1 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Sobral/CE - Capital Regional C (2C)","Sobral","Sobral","Noroeste Cearense","Santa Quitéria"
"2306108","PR","iraucuba","https://cidades.ibge.gov.br/brasil/ce/iraucuba","irauçubense","24.450 pessoas","22.324 pessoas","15,28 hab/km² hab/km²","1,6 salários mínimos","1.848 pessoas","7,7 %","56,8 %","95,2 %","6,4","5,7","3.479 matrículas","1.181 matrículas","184 docentes","75 docentes","19 escolas","3 escolas","6.665,39 R$","88,3 %","0,605","57.618,58 R$ (×1000)","51.199,17 R$ (×1000)","11,11 óbitos por mil nascidos vivos","0,9 internações por mil habitantes","11 estabelecimentos","1.466,412 km²","34,4 %","94,8 %","14,1 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Sobral/CE - Capital Regional C (2C)","Fortaleza","Itapagé","Noroeste Cearense","Sobral"
"2305308","PR","ibiapina","https://cidades.ibge.gov.br/brasil/ce/ibiapina","ibiapinense","25.165 pessoas","23.808 pessoas","57,38 hab/km² hab/km²","1,8 salários mínimos","1.749 pessoas","7,0 %","52,1 %","98,5 %","6,3","5,2","3.462 matrículas","1.141 matrículas","231 docentes","62 docentes","21 escolas","3 escolas","11.277,09 R$","95,1 %","0,608","51.973,94 R$ (×1000)","46.606,54 R$ (×1000)","7,98 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","15 estabelecimentos","414,092 km²","17,4 %","82,1 %","2 %","Caatinga","Não pertence","Centro Local (5)","Tianguá - Centro Subregional B (3B)","Sobral","São Benedito - Ipu - Guaraciaba do Norte - Tianguá","Noroeste Cearense","Ibiapaba"
"2306553","PR","itarema","https://cidades.ibge.gov.br/brasil/ce/itarema","itaremense","42.595 pessoas","37.471 pessoas","52,00 hab/km² hab/km²","2,0 salários mínimos","3.320 pessoas","7,9 %","57,4 %","96,6 %","6,5","4,8","6.551 matrículas","2.093 matrículas","413 docentes","147 docentes","51 escolas","10 escolas","17.804,20 R$","84 %","0,606","100.102,24 R$ (×1000)","93.239,96 R$ (×1000)","14,06 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","14 estabelecimentos","714,833 km²","12,2 %","95 %","3,2 %","Caatinga","Pertence","Centro Local (5)","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Sobral","Acaraú","Noroeste Cearense","Litoral de Camocim e Acaraú"
"2302503","PR","brejo-santo","https://cidades.ibge.gov.br/brasil/ce/brejo-santo","brejo-santense","50.195 pessoas","45.193 pessoas","68,12 hab/km² hab/km²","1,7 salários mínimos","7.137 pessoas","14,4 %","49,6 %","92,5 %","6,1","5,8","6.344 matrículas","2.267 matrículas","354 docentes","113 docentes","33 escolas","5 escolas","10.248,61 R$","78,1 %","0,647","170.601,24 R$ (×1000)","147.722,77 R$ (×1000)","15,04 óbitos por mil nascidos vivos","15,1 internações por mil habitantes","38 estabelecimentos","654,658 km²","59,7 %","86,9 %","6,7 %","Caatinga","Não pertence","Centro de Zona A (4A)","Arranjo Populacional de Juazeiro do Norte/CE - Capital Regional B (2B)","Juazeiro do Norte","Brejo Santo","Sul Cearense","Brejo Santo"
"2304400","PR","fortaleza","https://cidades.ibge.gov.br/brasil/ce/fortaleza","fortalezense","2.703.391 pessoas","2.452.185 pessoas","7.786,44 hab/km² hab/km²","2,7 salários mínimos","849.116 pessoas","31,8 %","36,9 %","96,1 %","6,2","5,1","298.282 matrículas","100.928 matrículas","12.978 docentes","5.598 docentes","963 escolas","300 escolas","25.356,73 R$","54,4 %","0,754","6.810.527,07 R$ (×1000)","6.525.657,82 R$ (×1000)","11,67 óbitos por mil nascidos vivos","1,4 internações por mil habitantes","187 estabelecimentos","312,353 km²","74 %","74,8 %","13,2 %","Caatinga","Pertence","Metrópole (1C) - Município integrante do Arranjo Populacional de Fortaleza/CE","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Fortaleza","Metropolitana de Fortaleza","Fortaleza"
"2304236","PR","croata","https://cidades.ibge.gov.br/brasil/ce/croata","croataense","18.201 pessoas","17.069 pessoas","24,49 hab/km² hab/km²","2,0 salários mínimos","915 pessoas","5,1 %","60,3 %","97,4 %","6,2","5,2","2.434 matrículas","790 matrículas","132 docentes","37 docentes","20 escolas","2 escolas","7.696,46 R$","94,5 %","0,590","44.431,22 R$ (×1000)","43.136,47 R$ (×1000)","18,87 óbitos por mil nascidos vivos","0,6 internações por mil habitantes","8 estabelecimentos","696,348 km²","22,7 %","98,1 %","0 %","Caatinga","Não pertence","Centro Local (5)","Guaraciaba do Norte - Centro de Zona B (4B)","Sobral","São Benedito - Ipu - Guaraciaba do Norte - Tianguá","Noroeste Cearense","Ibiapaba"
"2304301","PR","farias-brito","https://cidades.ibge.gov.br/brasil/ce/farias-brito","farias-britense","19.330 pessoas","19.007 pessoas","37,74 hab/km² hab/km²","1,7 salários mínimos","1.377 pessoas","7,1 %","55,6 %","99,3 %","6,4","5,1","2.637 matrículas","771 matrículas","182 docentes","42 docentes","14 escolas","2 escolas","8.195,13 R$","92,7 %","0,633","51.471,40 R$ (×1000)","44.726,55 R$ (×1000)","11,24 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","15 estabelecimentos","530,540 km²","12,1 %","88,4 %","2,1 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Juazeiro do Norte/CE - Capital Regional B (2B)","Juazeiro do Norte","Juazeiro do Norte","Sul Cearense","Caririaçu"
"2306256","PR","itaitinga","https://cidades.ibge.gov.br/brasil/ce/itaitinga","Itaitinguense","38.661 pessoas","35.817 pessoas","236,51 hab/km² hab/km²","1,9 salários mínimos","6.438 pessoas","17,0 %","47,9 %","91,4 %","5,6","4,8","6.789 matrículas","1.558 matrículas","232 docentes","79 docentes","23 escolas","4 escolas","17.804,80 R$","53,5 %","0,626","100.395,81 R$ (×1000)","91.053,88 R$ (×1000)","7,43 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","20 estabelecimentos","153,686 km²","6 %","26,2 %","0 %","Caatinga","Não pertence","Metrópole (1C) - Município integrante do Arranjo Populacional de Fortaleza/CE","Arranjo Populacional de Fortaleza/CE - Metrópole (1C)","Fortaleza","Fortaleza","Metropolitana de Fortaleza","Fortaleza"
"2307403","PR","jucas","https://cidades.ibge.gov.br/brasil/ce/jucas","jucaense","24.949 pessoas","23.807 pessoas","25,40 hab/km² hab/km²","2,0 salários mínimos","1.700 pessoas","6,8 %","53,6 %","97,5 %","6,4","5,5","3.219 matrículas","995 matrículas","193 docentes","61 docentes","17 escolas","3 escolas","9.024,13 R$","90,1 %","0,598","55.718,34 R$ (×1000)","53.527,80 R$ (×1000)","19,74 óbitos por mil nascidos vivos","0,7 internações por mil habitantes","9 estabelecimentos","940,336 km²","26,1 %","95,1 %","4 %","Caatinga","Não pertence","Centro Local (5) - Município integrante do Arranjo Populacional de Jucás - Cariús/CE","Iguatu - Centro Subregional A (3A)","Iguatu","Iguatu","Centro-Sul Cearense","Várzea Alegre"
